area_id,area_name,year,var,value
MOZ_3_1103,Lago,2021,programme_births,6160
MOZ_3_1104,Chimbunila,2017,programme_births,3963
MOZ_3_1104,Chimbunila,2018,programme_births,4588
MOZ_3_1104,Chimbunila,2019,programme_births,4675
MOZ_3_1104,Chimbunila,2020,programme_births,4824
MOZ_3_1104,Chimbunila,2021,programme_births,4936
MOZ_3_1105,Majune,2017,programme_births,1811
MOZ_3_1105,Majune,2018,programme_births,1914
MOZ_3_1105,Majune,2019,programme_births,1896
MOZ_3_1105,Majune,2020,programme_births,2115
MOZ_3_1105,Majune,2021,programme_births,2169
MOZ_3_1106,Mandimba,2017,programme_births,8569
MOZ_3_1106,Mandimba,2018,programme_births,9717
MOZ_3_1106,Mandimba,2019,programme_births,10152
MOZ_3_1106,Mandimba,2020,programme_births,9589
MOZ_3_1106,Mandimba,2021,programme_births,10291
MOZ_3_1107,Marrupa,2017,programme_births,2210
MOZ_3_1107,Marrupa,2018,programme_births,3132
MOZ_3_1107,Marrupa,2019,programme_births,3175
MOZ_3_1107,Marrupa,2020,programme_births,3136
MOZ_3_1107,Marrupa,2021,programme_births,3560
MOZ_3_1108,Maúa,2017,programme_births,3123
MOZ_3_1108,Maúa,2018,programme_births,3491
MOZ_3_1108,Maúa,2019,programme_births,3538
MOZ_3_1108,Maúa,2020,programme_births,3693
MOZ_3_1108,Maúa,2021,programme_births,2999
MOZ_3_1109,Mavago,2017,programme_births,1431
MOZ_3_1109,Mavago,2018,programme_births,1620
MOZ_3_1109,Mavago,2019,programme_births,1835
MOZ_3_1109,Mavago,2020,programme_births,1690
MOZ_3_1109,Mavago,2021,programme_births,1743
MOZ_3_1110,Mecanhelas,2017,programme_births,11173
MOZ_3_1110,Mecanhelas,2018,programme_births,12912
MOZ_3_1110,Mecanhelas,2019,programme_births,12935
MOZ_3_1110,Mecanhelas,2020,programme_births,12890
MOZ_3_1110,Mecanhelas,2021,programme_births,13352
MOZ_3_1111,Mecula,2017,programme_births,798
MOZ_3_1111,Mecula,2018,programme_births,907
MOZ_3_1111,Mecula,2019,programme_births,1000
MOZ_3_1111,Mecula,2020,programme_births,1075
MOZ_3_1111,Mecula,2021,programme_births,1127
MOZ_3_1112,Metarica,2017,programme_births,2598
MOZ_3_1112,Metarica,2018,programme_births,2928
MOZ_3_1112,Metarica,2019,programme_births,2974
MOZ_3_1112,Metarica,2020,programme_births,2529
MOZ_3_1112,Metarica,2021,programme_births,2554
MOZ_3_1113,Muembe,2017,programme_births,1625
MOZ_3_1113,Muembe,2018,programme_births,1934
MOZ_3_1113,Muembe,2019,programme_births,2101
MOZ_3_1113,Muembe,2020,programme_births,2034
MOZ_3_1113,Muembe,2021,programme_births,2197
MOZ_3_1114,Ngaúma,2017,programme_births,4233
MOZ_3_1114,Ngaúma,2018,programme_births,4581
MOZ_3_1114,Ngaúma,2019,programme_births,5624
MOZ_3_1114,Ngaúma,2020,programme_births,6047
MOZ_3_1114,Ngaúma,2021,programme_births,4328
MOZ_3_1115,Nipepe,2017,programme_births,1762
MOZ_3_1115,Nipepe,2018,programme_births,1640
MOZ_3_1115,Nipepe,2019,programme_births,1819
MOZ_3_1115,Nipepe,2020,programme_births,1953
MOZ_3_1115,Nipepe,2021,programme_births,2176
MOZ_3_1116,Sanga,2017,programme_births,3840
MOZ_3_1116,Sanga,2018,programme_births,4109
MOZ_3_1116,Sanga,2019,programme_births,4308
MOZ_3_1116,Sanga,2020,programme_births,4501
MOZ_3_1116,Sanga,2021,programme_births,5136
MOZ_3_1201,Matola,2017,programme_births,17517
MOZ_3_1201,Matola,2018,programme_births,17861
MOZ_3_1201,Matola,2019,programme_births,19189
MOZ_3_1201,Matola,2020,programme_births,21242
MOZ_3_1201,Matola,2021,programme_births,21383
MOZ_3_1202,Boane,2017,programme_births,3510
MOZ_3_1202,Boane,2018,programme_births,3820
MOZ_3_1202,Boane,2019,programme_births,3488
MOZ_3_1202,Boane,2020,programme_births,3950
MOZ_3_1202,Boane,2021,programme_births,4228
MOZ_3_1203,Magude,2017,programme_births,1517
MOZ_3_1203,Magude,2018,programme_births,1717
MOZ_3_1203,Magude,2019,programme_births,1989
MOZ_3_1203,Magude,2020,programme_births,1849
MOZ_3_1203,Magude,2021,programme_births,2554
MOZ_3_1204,Manhiça,2017,programme_births,9306
MOZ_3_1204,Manhiça,2018,programme_births,11516
MOZ_3_1204,Manhiça,2019,programme_births,11489
MOZ_3_1204,Manhiça,2020,programme_births,12514
MOZ_3_1204,Manhiça,2021,programme_births,8532
MOZ_3_1205,Marracuene,2017,programme_births,4211
MOZ_3_1205,Marracuene,2018,programme_births,4356
MOZ_3_1205,Marracuene,2019,programme_births,4313
MOZ_3_1205,Marracuene,2020,programme_births,4330
MOZ_3_1205,Marracuene,2021,programme_births,5999
MOZ_3_1206,Matutuíne,2017,programme_births,825
MOZ_3_1206,Matutuíne,2018,programme_births,787
MOZ_3_1206,Matutuíne,2019,programme_births,762
MOZ_3_1206,Matutuíne,2020,programme_births,855
MOZ_3_1206,Matutuíne,2021,programme_births,653
MOZ_3_1207,Moamba,2017,programme_births,2267
MOZ_3_1207,Moamba,2018,programme_births,2493
MOZ_3_1207,Moamba,2019,programme_births,2585
MOZ_3_1207,Moamba,2020,programme_births,2827
MOZ_3_1207,Moamba,2021,programme_births,3386
MOZ_3_1208,Namaacha,2017,programme_births,1157
MOZ_3_1208,Namaacha,2018,programme_births,1167
MOZ_3_1208,Namaacha,2019,programme_births,1319
MOZ_3_1208,Namaacha,2020,programme_births,1422
MOZ_3_1208,Namaacha,2021,programme_births,1614
MOZ_3_1209,KaMpfumu,2017,programme_births,7880
MOZ_3_1209,KaMpfumu,2018,programme_births,7368
MOZ_3_1209,KaMpfumu,2019,programme_births,8590
MOZ_3_1209,KaMpfumu,2020,programme_births,8407
MOZ_3_1209,KaMpfumu,2021,programme_births,7968
MOZ_3_1210,Nhlamankulu,2017,programme_births,10912
MOZ_3_1210,Nhlamankulu,2018,programme_births,11306
MOZ_3_1210,Nhlamankulu,2019,programme_births,11509
MOZ_3_1210,Nhlamankulu,2020,programme_births,12119
MOZ_3_1210,Nhlamankulu,2021,programme_births,12878
MOZ_3_1211,KaMaxakeni,2017,programme_births,3449
MOZ_3_1211,KaMaxakeni,2018,programme_births,3189
MOZ_3_1211,KaMaxakeni,2019,programme_births,2964
MOZ_3_1211,KaMaxakeni,2020,programme_births,2432
MOZ_3_1211,KaMaxakeni,2021,programme_births,2047
MOZ_3_1212,KaMavota,2017,programme_births,9336
MOZ_3_1212,KaMavota,2018,programme_births,9831
MOZ_3_1212,KaMavota,2019,programme_births,8937
MOZ_3_1212,KaMavota,2020,programme_births,9762
MOZ_3_1212,KaMavota,2021,programme_births,10005
MOZ_3_1213,KaMubukwana,2017,programme_births,4010
MOZ_3_1213,KaMubukwana,2018,programme_births,3991
MOZ_3_1213,KaMubukwana,2019,programme_births,3708
MOZ_3_1213,KaMubukwana,2020,programme_births,3220
MOZ_3_1213,KaMubukwana,2021,programme_births,2946
MOZ_3_1214,KaTembe,2017,programme_births,487
MOZ_3_1214,KaTembe,2018,programme_births,501
MOZ_3_1214,KaTembe,2019,programme_births,519
MOZ_3_1214,KaTembe,2020,programme_births,406
MOZ_3_1214,KaTembe,2021,programme_births,394
MOZ_3_1215,KaNyaka,2017,programme_births,134
MOZ_3_1215,KaNyaka,2018,programme_births,122
MOZ_3_1215,KaNyaka,2019,programme_births,104
MOZ_3_1215,KaNyaka,2020,programme_births,105
MOZ_3_1215,KaNyaka,2021,programme_births,90
