Estimate,Std..Error,hyper,iso
7.76689658503719,0.6340926754910938,log_prec_rw_tips,UGA
4.422864893851125,0.7433497032977364,log_prec_spatial,UGA
0.9353275795904237,0.5877960019414906,log_prec_rw_age,UGA
4.539988644786961,1.403212007304212,log_prec_rw_period,UGA
-4.472762887336509,1.4435663101462415,lag_logit_phi_arima_period,UGA
4.51605398581724,0.9393029611301799,log_prec_eta1,UGA
0.8547454397071444,0.8538334739150827,logit_eta1_phi_age,UGA
2.6163975820828425,0.9683547270008772,logit_eta1_phi_period,UGA
4.487540923052697,0.7634691316277915,log_prec_eta2,UGA
3.443580617607609,0.8563345084883119,logit_eta2_phi_period,UGA
-1.7334072427668206,0.08661779287142063,beta_0,UGA
0.04721044186149575,0.02889344100051495,beta_tips_dummy,UGA
0.3885669670589722,1.0399538550276506,u_tips,UGA
-0.15578150650493666,1.0041862773821024,u_tips,UGA
-0.5832745626674992,0.9670956817447126,u_tips,UGA
0.3863615589663228,0.9299030669008043,u_tips,UGA
0.8499604901366259,0.8997438923134864,u_tips,UGA
0.6766704432868741,0.8022232584459151,u_tips,UGA
0.6766729773687834,0.6660062553529568,u_tips,UGA
0.3182291711045012,0.7540170130725525,u_tips,UGA
-0.1465977198989952,0.8056893313609977,u_tips,UGA
-0.10752895359108326,0.8322034014534707,u_tips,UGA
0.5319500661091354,0.8451268061407009,u_tips,UGA
-0.3476204005027176,0.8748402430828,u_tips,UGA
-0.1735382376110449,0.938639448864137,u_tips,UGA
-0.8849046053626756,1.0026102090048796,u_tips,UGA
-1.4291656878922623,1.1363536041646412,u_tips,UGA
0.7378940127256758,0.6892012190382502,u_spatial_str,UGA
-0.335982089358525,0.8132396254836051,u_spatial_str,UGA
0.5695082823254242,0.6473145337180755,u_spatial_str,UGA
0.6411474989827015,0.6183164520610495,u_spatial_str,UGA
0.6500409148179195,0.7983340966709994,u_spatial_str,UGA
1.2794800291294266,0.856641707783967,u_spatial_str,UGA
0.8041700806284815,0.6835628260197038,u_spatial_str,UGA
0.6949301504374517,0.630415744230509,u_spatial_str,UGA
0.08760867918121168,0.613271498670896,u_spatial_str,UGA
-0.3691977123970297,0.8550362628579775,u_spatial_str,UGA
0.6246425530576839,0.7592034211161081,u_spatial_str,UGA
0.4653075596226768,0.7158864067289067,u_spatial_str,UGA
0.08344501691878552,0.6964202577523888,u_spatial_str,UGA
0.5900632574902988,0.8003479870924439,u_spatial_str,UGA
-0.20629388298128626,0.7169847135882891,u_spatial_str,UGA
-1.1377547559590206,0.8253000702120515,u_spatial_str,UGA
0.3331262964195527,0.6194517177785879,u_spatial_str,UGA
0.041473116928459106,0.6910684112329772,u_spatial_str,UGA
1.0302444073797483,1.0324787395675878,u_spatial_str,UGA
-0.4739802797122643,0.7466304050923696,u_spatial_str,UGA
0.17349730062459803,0.7391046705755496,u_spatial_str,UGA
0.5898771027383577,0.7886235603701748,u_spatial_str,UGA
-0.27310923898488576,0.8282101499728572,u_spatial_str,UGA
-1.3177424237054687,0.8451164914734457,u_spatial_str,UGA
0.13129005990247694,0.807462994231843,u_spatial_str,UGA
1.2880303178625325,0.9021669807963653,u_spatial_str,UGA
0.37293698981726736,0.791761723752395,u_spatial_str,UGA
0.6355228623029134,0.6857238750546152,u_spatial_str,UGA
0.6785227132270677,1.1936635620027904,u_spatial_str,UGA
1.0618017192061944,0.6927091452653158,u_spatial_str,UGA
-0.10030007968403044,0.6097736016048872,u_spatial_str,UGA
0.06231023003777452,0.5871694877402165,u_spatial_str,UGA
-0.687345511722042,0.7003041670040705,u_spatial_str,UGA
-0.5504997986209159,0.672425037593297,u_spatial_str,UGA
-0.6991472093680404,0.6615896180430169,u_spatial_str,UGA
0.3629653143966172,0.7526023946148922,u_spatial_str,UGA
0.10399865960793687,0.667388026788663,u_spatial_str,UGA
-0.8170781003135478,0.687109623994101,u_spatial_str,UGA
0.7637938570513706,0.7950805632032074,u_spatial_str,UGA
-1.2165102074994183,1.1213665181651453,u_spatial_str,UGA
-0.7976977325408143,0.7003613132140072,u_spatial_str,UGA
0.3128183756759218,0.7989516514806463,u_spatial_str,UGA
0.4357442126606298,0.6248644626080455,u_spatial_str,UGA
0.5553336459890542,0.6411133328963736,u_spatial_str,UGA
0.23591613518455676,0.6666384915011443,u_spatial_str,UGA
-0.4606607941660501,0.7032189297742395,u_spatial_str,UGA
0.7188687803678302,0.7759002387558069,u_spatial_str,UGA
-0.390896480107637,0.7316805400645993,u_spatial_str,UGA
-2.8999903260473774,1.4960500458422576,u_spatial_str,UGA
0.2665338005711875,0.6760787396182786,u_spatial_str,UGA
0.10358154557330398,0.5961845253832004,u_spatial_str,UGA
-1.06355897812178,1.012538096010304,u_spatial_str,UGA
-0.7014175715316641,0.9705241914498705,u_spatial_str,UGA
0.7227348212309715,0.6685048461794797,u_spatial_str,UGA
0.42921027241410015,0.8188854158923472,u_spatial_str,UGA
-0.061168592825301994,0.642914747869866,u_spatial_str,UGA
0.5091157423870329,0.6437225141914925,u_spatial_str,UGA
0.4021101244864107,0.5814189677926123,u_spatial_str,UGA
-0.1349088886708635,0.5756246527611949,u_spatial_str,UGA
0.28395194792752115,0.6399129200800718,u_spatial_str,UGA
0.6431101854965988,0.6905727576003511,u_spatial_str,UGA
-0.018195806698563095,0.6240690307063872,u_spatial_str,UGA
0.7525598315342521,0.8236744733817589,u_spatial_str,UGA
-0.09033818798753553,0.6675384929055005,u_spatial_str,UGA
-0.10517442579478903,0.6165649988035063,u_spatial_str,UGA
0.08541907974355957,0.5782652495892802,u_spatial_str,UGA
-0.4634258101717275,1.074127884737601,u_spatial_str,UGA
-0.17297856625000785,0.7327029456286637,u_spatial_str,UGA
-0.18830589299162034,0.6305256223835141,u_spatial_str,UGA
-0.04873676945736816,1.0832236782101916,u_spatial_str,UGA
0.06050374382700671,0.6584053568977044,u_spatial_str,UGA
0.6674469710149252,0.6277371318433088,u_spatial_str,UGA
0.12352346861653751,0.5606061583393365,u_spatial_str,UGA
0.10568175276309123,0.670551591937146,u_spatial_str,UGA
0.36545272614316804,0.6795597621874988,u_spatial_str,UGA
-0.15552160032397605,0.5531123068628927,u_spatial_str,UGA
0.43381196737495226,0.6077616143807179,u_spatial_str,UGA
0.4391588537533841,0.6481713338244335,u_spatial_str,UGA
-0.47392066859335363,0.8323950181400402,u_spatial_str,UGA
-0.04250982773265787,0.6698361757780392,u_spatial_str,UGA
-0.5921499694054675,0.5380459140976306,u_spatial_str,UGA
0.9799147530344695,0.7350548863130499,u_spatial_str,UGA
-0.14480420207652436,0.6480737856465221,u_spatial_str,UGA
-0.37702277809229745,0.6729565992728778,u_spatial_str,UGA
0.012870178169774133,0.7423863128562372,u_spatial_str,UGA
-0.3836812662816797,0.7273422340975965,u_spatial_str,UGA
0.2717182982540734,0.7483204209418635,u_spatial_str,UGA
-0.13760222456959567,0.9825500237312693,u_spatial_str,UGA
-0.9472858248187788,0.8114360289789024,u_spatial_str,UGA
-0.12805430360954978,0.518181870881131,u_spatial_str,UGA
0.608747493941899,0.6865596602889981,u_spatial_str,UGA
-0.41232120822271,0.6119093660625149,u_spatial_str,UGA
-1.5506442425887275,0.8537662359185012,u_spatial_str,UGA
-1.0592390538186476,0.8614905832631348,u_spatial_str,UGA
-0.2805162314287667,0.5767968552479676,u_spatial_str,UGA
0.4608219424682291,0.6248000548655326,u_spatial_str,UGA
-1.0592409234403601,1.015454319859863,u_spatial_str,UGA
-0.5744264005876961,0.7305462564747673,u_spatial_str,UGA
0.32595802017719205,0.5308020279674779,u_spatial_str,UGA
-1.3251147467585245,0.8521961111160261,u_spatial_str,UGA
0.7069253736972705,0.6843428864952672,u_spatial_str,UGA
0.9179894795373689,0.6701892577772913,u_spatial_str,UGA
-0.015442645069969318,0.5563460628018021,u_spatial_str,UGA
0.4213059377556554,0.5664529590889152,u_spatial_str,UGA
0.24008030176165643,0.8280490638268347,u_spatial_str,UGA
0.6592200690372946,0.8355399006758545,u_spatial_str,UGA
0.7800490776442204,0.8672405517286256,u_spatial_str,UGA
0.8574753720521023,0.6491016845220328,u_spatial_str,UGA
-0.2837992962980731,0.8602886115456501,u_spatial_str,UGA
0.3822794031070498,0.6412860713542378,u_spatial_str,UGA
-0.758550305211023,0.8782224232439431,u_spatial_str,UGA
-0.4598657744023919,0.7127130843163612,u_spatial_str,UGA
0.2235002177914852,0.5502904065133484,u_spatial_str,UGA
0.08204559044499876,0.8903422860166497,u_spatial_str,UGA
0.1756999490381449,0.5681667094426478,u_spatial_str,UGA
0.5576101231169366,0.6187330415513496,u_spatial_str,UGA
0.010347009570288723,0.5501964971151457,u_spatial_str,UGA
-0.017995982730272427,0.5579191996985295,u_spatial_str,UGA
0.1403053923053003,0.7258728911283217,u_spatial_str,UGA
0.5501780739086797,0.6229751423026677,u_spatial_str,UGA
0.17171503944242358,0.6758391198286577,u_spatial_str,UGA
-1.010651994118766,0.9442191157114467,u_spatial_str,UGA
-0.6032668271025384,0.7058039105111165,u_spatial_str,UGA
-1.1627529999151984,0.9595655758294602,u_spatial_str,UGA
-1.1113449163779667,0.8042720006098745,u_spatial_str,UGA
0.07250171512147804,0.7641924079193209,u_spatial_str,UGA
0.7008873131655274,0.7001487491682962,u_spatial_str,UGA
-0.9874164335786749,0.7851747718746239,u_spatial_str,UGA
-0.057399716478047175,0.6740751142611339,u_spatial_str,UGA
-1.0925488023332264,0.7173457838584117,u_spatial_str,UGA
0.3453542356467312,0.5622297324132534,u_spatial_str,UGA
0.12408288628814737,0.64788149011435,u_spatial_str,UGA
-1.7627522978252523,0.8635215477450613,u_spatial_str,UGA
0.18334905050403907,0.8309443863058584,u_spatial_str,UGA
0.28217938672456994,0.8939950653666369,u_spatial_str,UGA
0.16478401019752212,0.1194561525473323,u_age,UGA
1.1315050251882692,0.33869687860294206,u_age,UGA
1.0495832187371923,0.3130574100773288,u_age,UGA
0.7966994015354953,0.2414188253001523,u_age,UGA
0.3052099004842208,0.11906981099599341,u_age,UGA
-0.7965709892001054,0.2557468887782451,u_age,UGA
-2.651211327084794,0.7682855083769092,u_age,UGA
-0.32315890483775056,0.43545510794318076,u_period,UGA
0.14748839740827685,0.31352824864742473,u_period,UGA
-0.12517461187930348,0.2920240833720819,u_period,UGA
0.032798841650054214,0.31259147535327453,u_period,UGA
-0.06581757156961036,0.27849600457929824,u_period,UGA
0.06434603083983148,0.261595074860202,u_period,UGA
-0.01707145395046154,0.27037101657746404,u_period,UGA
0.10559257182519179,0.22355395875095813,u_period,UGA
0.022346922462962295,0.2661583303250776,u_period,UGA
0.11905763279423615,0.2035404010474099,u_period,UGA
-0.0038408240856569573,0.25121672619260077,u_period,UGA
0.2032245061544742,0.2317820672340263,u_period,UGA
-0.08185519220583164,0.2089051258687252,u_period,UGA
0.2734386594740658,0.2841485592039938,u_period,UGA
-0.11016450199610744,0.19425378709536703,u_period,UGA
0.21304543598924033,0.2533539458741673,u_period,UGA
0.03675469182830875,0.2859284139607825,u_period,UGA
0.06246925586188569,0.20201186561943862,u_period,UGA
-0.0018824430500085996,0.22594203367135735,u_period,UGA
-0.03934977209533029,0.26798112767320376,u_period,UGA
-0.11123220091363638,0.2576328065300367,u_period,UGA
-0.011510511950757004,0.2914799536619309,u_period,UGA
-0.20644280445337515,0.35577747648025554,u_period,UGA
0.007245810516323828,0.3236191730732201,u_period,UGA
-0.18517427732460395,0.38157759002810343,u_period,UGA
-0.0051341521084712766,0.38019748250277324,u_period,UGA
-0.01574100414165279,0.005095710505864007,beta_period,UGA
0.38912061976802376,0.969458368447585,eta1,UGA
0.6470590724992876,0.9458895843374209,eta1,UGA
0.8147173441259677,0.9650427932108261,eta1,UGA
0.4283927714750219,0.9035620341872996,eta1,UGA
0.27325463664054667,0.8946682194116198,eta1,UGA
0.14516021115509417,0.8895919111419142,eta1,UGA
0.05662838892458357,0.881623822445025,eta1,UGA
-0.020512157357282405,0.8634877392416969,eta1,UGA
-0.05634819258134763,0.8781986567508973,eta1,UGA
-0.174850181045696,0.8726521706078562,eta1,UGA
8.963084588866543e-4,0.8656445734768785,eta1,UGA
-0.12691754511544387,0.8854351603886389,eta1,UGA
-0.16663196998731591,0.8619952897625057,eta1,UGA
-0.02513199075033531,0.9103775198257695,eta1,UGA
-0.19553399282592704,0.8597354067185168,eta1,UGA
-0.06280876649446705,0.8984355628377939,eta1,UGA
0.20681915294389355,0.9028955532677688,eta1,UGA
-0.05175941669723025,0.8668067041510602,eta1,UGA
-0.15789050156409914,0.8850789893192945,eta1,UGA
-0.40329919069296283,0.8880957640796912,eta1,UGA
-0.33452652354619267,0.8935170948806305,eta1,UGA
-0.43677131496099175,0.9145662681857126,eta1,UGA
-0.5226361026393022,0.9339627177365267,eta1,UGA
-0.38136788985302805,0.9303914892464223,eta1,UGA
-0.3554003493321635,0.9367447830762051,eta1,UGA
-0.3312009523248039,0.9431390830881424,eta1,UGA
-0.6395109297210647,0.9772310308597885,eta1,UGA
-0.16862970534593932,0.9273237106074771,eta1,UGA
0.09768187568699747,0.8893079628867201,eta1,UGA
-0.08859799453650312,0.8874103599030422,eta1,UGA
0.011148920366082423,0.8951589645414838,eta1,UGA
0.0943621032757533,0.8928863714364158,eta1,UGA
0.08154866363170662,0.8871876494405178,eta1,UGA
0.15641298420330782,0.8553180304461945,eta1,UGA
0.30901992510361825,0.8506736845558902,eta1,UGA
0.4344868686938159,0.8248092561210338,eta1,UGA
0.39522063544018354,0.8344970263367025,eta1,UGA
0.4047653877637557,0.8399982586228892,eta1,UGA
0.32163507197521785,0.824807138167752,eta1,UGA
0.5779206862083923,0.8587092587631137,eta1,UGA
0.3900658980726087,0.8186042438948953,eta1,UGA
0.37773983245526216,0.8735465435854314,eta1,UGA
0.776590722859199,0.8632988248090466,eta1,UGA
0.5968131502387077,0.834567067647537,eta1,UGA
0.6297347621954524,0.844790815709389,eta1,UGA
0.4171608639041674,0.8546539208440225,eta1,UGA
0.4661271262592505,0.8696190745612482,eta1,UGA
0.32156265779846493,0.8871891095946112,eta1,UGA
