area_id,survey_id,iso3,survyear,period,tips,births,pys,asfr,survtype,age_group
BEN_1_3xj,BEN2014MICS,BEN,2014,2000,13,10.0632113830816,50.247986369554,0.200270938402799,MICS,Y025_029
BEN_1_4qu,BEN2014MICS,BEN,2014,2000,13,5.40898504165638,22.8300054244912,0.236924387054846,MICS,Y025_029
BEN_1_5vw,BEN2014MICS,BEN,2014,2000,13,14.8949949045613,48.8622109641297,0.304836695079064,MICS,Y025_029
BEN_1_6yg,BEN2014MICS,BEN,2014,2000,13,7.2018097022054,49.4648647226475,0.145594448556291,MICS,Y025_029
BEN_1_7ra,BEN2014MICS,BEN,2014,2000,13,10.2902109931512,40.4483147515531,0.254403948751809,MICS,Y025_029
BEN_1_8fr,BEN2014MICS,BEN,2014,2000,13,14.4283775844184,61.7812910330858,0.2335395933486,MICS,Y025_029
BEN_1_9dz,BEN2014MICS,BEN,2014,2000,13,3.26721549100051,22.2956724034942,0.146540343429538,MICS,Y025_029
BEN_1_10oz,BEN2014MICS,BEN,2014,2000,13,8.51903740260877,67.9709931269813,0.125333425490691,MICS,Y030_034
BEN_1_11oz,BEN2014MICS,BEN,2014,2000,13,3.42874873104998,32.3291940024001,0.106057352707136,MICS,Y030_034
BEN_1_12ct,BEN2014MICS,BEN,2014,2000,13,2.1007295006433,34.4533803447173,0.0609731027732205,MICS,Y030_034
BEN_1_1gz,BEN2014MICS,BEN,2014,2000,13,5.59166910171233,40.44927434572,0.138239046117869,MICS,Y030_034
BEN_1_2ys,BEN2014MICS,BEN,2014,2000,13,8.0387615724617,20.8807232980609,0.384984823452366,MICS,Y030_034
BEN_1_3xj,BEN2014MICS,BEN,2014,2000,13,4.34791677133146,39.04496321779,0.111356661986825,MICS,Y030_034
BEN_1_4qu,BEN2014MICS,BEN,2014,2000,13,7.17004709219567,23.3640244854881,0.306884077126745,MICS,Y030_034
BEN_1_5vw,BEN2014MICS,BEN,2014,2000,13,3.84697570117805,35.6089002009045,0.108034106065436,MICS,Y030_034
BEN_1_6yg,BEN2014MICS,BEN,2014,2000,13,2.38336465072985,32.1413465956759,0.0741526072541869,MICS,Y030_034
BEN_1_7ra,BEN2014MICS,BEN,2014,2000,13,9.55628508292641,33.8333390836941,0.28245172784415,MICS,Y030_034
BEN_1_8fr,BEN2014MICS,BEN,2014,2000,13,4.83791640148151,43.1350287648758,0.112157486386585,MICS,Y030_034
BEN_1_9dz,BEN2014MICS,BEN,2014,2000,13,1.67430545051272,22.9821926987045,0.0728522936197947,MICS,Y030_034
BEN_1_10oz,BEN2014MICS,BEN,2014,2000,13,1.49217210045695,4.87637844982662,0.306000060456751,MICS,Y035_039
BEN_1_11oz,BEN2014MICS,BEN,2014,2000,13,2.39727720073411,5.7905714434399,0.413996653724042,MICS,Y035_039
BEN_1_12ct,BEN2014MICS,BEN,2014,2000,13,1.09907950033657,9.48228136123707,0.115908762719226,MICS,Y035_039
BEN_1_1gz,BEN2014MICS,BEN,2014,2000,13,0.730160300223596,4.87408610315925,0.149804555104253,MICS,Y035_039
BEN_1_2ys,BEN2014MICS,BEN,2014,2000,13,0,2.40273255906912,0,MICS,Y035_039
BEN_1_3xj,BEN2014MICS,BEN,2014,2000,13,1.17593768036011,7.49358615896142,0.156925890410138,MICS,Y035_039
BEN_1_4qu,BEN2014MICS,BEN,2014,2000,13,0,3.35576243436096,0,MICS,Y035_039
BEN_1_5vw,BEN2014MICS,BEN,2014,2000,13,1.06895180032734,5.39925339332007,0.197981410105672,MICS,Y035_039
BEN_1_6yg,BEN2014MICS,BEN,2014,2000,13,0,5.98569373183299,0,MICS,Y035_039
BEN_1_7ra,BEN2014MICS,BEN,2014,2000,13,0.510844950156435,3.94895484037595,0.129362064345056,MICS,Y035_039
