survey_id,country,survyear,area_id,period,tips,births,pys,asfr,age_group
CMR2017PHIA,Cameroon,2017,CMR_3_74,2017,0,2.6028079931281374,26.16446754155008,0.09947872965481862,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_75,2017,0,0,8.791398949977133,0,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_76,2017,0,0,16.841296848521687,0,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_77,2017,0,1.1656231899463751,29.702546004638652,0.03924320796487747,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_78,2017,0,0,17.95527896632878,0,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_79,2017,0,2.0366494783316296,12.859889091377358,0.15837224285994944,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_80,2017,0,0,3.9393653041694794,0,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_81,2017,0,1.5845689819369655,6.964396885024382,0.2275242218524739,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_82,2017,0,0,3.446684550960041,0,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_83,2017,0,2.4988833993225312,12.285636611303103,0.20339877194670514,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_84,2017,0,2.0572545683956003,7.819360299857981,0.2630975539562955,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_85,2017,0,1.074742643002423,3.027691784302128,0.35497095463108613,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_86,2017,0,3.1704470631633797,15.343312166424205,0.20663381079486046,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_87,2017,0,1.22544764665614,11.91745644737683,0.10282795259771015,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_88,2017,0,2.742041038928017,17.964948039245915,0.15263283995800053,Y015_019
CMR2017PHIA,Cameroon,2017,CMR_3_58,2017,0,2.990897252045124,6.910240464404812,0.4328210092617571,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_60,2017,0,7.648890475169734,23.041553768688807,0.33196070681499873,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_61,2017,0,5.515854715352854,11.917181434141499,0.4628489333518493,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_62,2017,0,3.5733145168449845,14.893847703571776,0.23991883010782017,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_63,2017,0,0,0.08482871876081767,0,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_64,2017,0,1.2883585950624692,1.825174676338498,0.7058823529411765,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_66,2017,0,4.22412445448684,12.957503400361208,0.3259983288423514,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_67,2017,0,4.608050279365642,18.052278649220614,0.2552614198410121,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_68,2017,0,0.27110120556197836,3.4602653699951658,0.07834694064587223,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_70,2017,0,2.066164095025435,5.415248452544373,0.3815455769263257,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_71,2017,0,3.720672595310015,9.493503400994019,0.39191776082583396,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_72,2017,0,5.158638601808478,9.70154605233429,0.5317336612103447,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_73,2017,0,1.4005004244886194,4.003773045108996,0.3497951578947435,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_74,2017,0,0.4986924179177165,16.333582004592245,0.030531724013600162,Y020_024
CMR2017PHIA,Cameroon,2017,CMR_3_75,2017,0,0.9433269133341071,3.619030732175206,0.26065733704535954,Y020_024
