survey_id,country,survyear,area_id1,period,tips,births,pys,asfr,age_group
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_11jl,2017,0,10.257338064287186,68.00882923965507,0.15082362362306723,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_12us,2017,0,2.438902669765243,19.339580387143375,0.12610938918750192,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_13oh,2017,0,5.267106540005519,37.39476055596702,0.1408514578432046,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_14jp,2017,0,5.524170634170099,33.823325757793995,0.1633242890935156,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_15yu,2017,0,2.1719789753125114,19.937170006327765,0.10894118747159989,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_16yk,2017,0,6.449636288356912,63.24137559410277,0.10198444021445886,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_17ut,2017,0,1.3089309865976353,26.15835183604462,0.05003874077395075,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_18pr,2017,0,10.695182627295226,72.36228526260095,0.1478005094571388,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_19xj,2017,0,0.7265204987039152,19.210524376401594,0.037818879092982,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_20yp,2017,0,7.971740978184792,40.313694842361336,0.19774275241593944,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_21xi,2017,0,0.5976426158842756,10.042317178500834,0.05951242181074932,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_22uh,2017,0,7.513066789874097,30.69195752916572,0.24478943002363526,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_23wy,2017,0,1.726913881556349,76.35457919931875,0.022617030958265786,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_24ey,2017,0,4.946200360846195,28.22835605750166,0.17522098526640012,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_25uc,2017,0,0.8912443724330629,16.795602125286646,0.05306415130489716,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_26ev,2017,0,2.245730521856082,19.623423415160868,0.11444132220686082,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_27cj,2017,0,6.979449604559477,53.313946445216466,0.13091226723820404,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_28cd,2017,0,4.359032670935186,42.640269192992385,0.10222807579393896,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_29es,2017,0,3.2119418267344635,54.734645235912495,0.058682061661140435,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_30ud,2017,0,2.024266582452676,35.92389660063065,0.05634874760265121,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_31ez,2017,0,0,14.673045864210518,0,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_32ux,2017,0,2.8313194868828164,43.657541706322256,0.06485292978538916,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_33nc,2017,0,2.8594491835992404,10.706880174788454,0.26706651582151825,Y015_019
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_01df,2017,0,16.569467296427295,178.77329049167133,0.09268424411083506,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_02rc,2017,0,17.733234754626665,212.1873147135148,0.0835734915565958,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_03mp,2017,0,2.7256390281004084,33.27263522578269,0.08191833948843141,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_04ad,2017,0,1.4215936837174457,6.743284289083729,0.2108162169610397,Y020_024
CIV2017PHIA,Cote d'Ivoire,2017,CIV_1_05mk,2017,0,3.3476192668274027,14.667273215942917,0.22823732929367088,Y020_024
