survey_id,country,survyear,period,tips,births,pys,asfr,age_group
ZMB2016PHIA,Zambia,2016,2015,0,187.271243867282,1014.8575530966428,0.18452958574911305,Y025_029
ZMB2016PHIA,Zambia,2016,2015,0,122.69378667085228,837.7643493743261,0.14645381695041643,Y030_034
ZMB2016PHIA,Zambia,2016,2015,0,74.60562980413656,632.3717645507007,0.11797748411038521,Y035_039
ZMB2016PHIA,Zambia,2016,2015,0,25.914252495518614,477.03094708807896,0.05432404889809761,Y040_044
ZMB2016PHIA,Zambia,2016,2015,0,2.919120699135895,298.352403872816,0.009784136682807759,Y045_049
ZMB2016PHIA,Zambia,2016,2016,0,122.46622369713053,1103.0411708281656,0.11102597703146713,Y015_019
ZMB2016PHIA,Zambia,2016,2016,0,195.68380301610534,971.4398225500073,0.20143687593786286,Y020_024
ZMB2016PHIA,Zambia,2016,2016,0,155.04121693980736,798.867207889253,0.1940763313460486,Y025_029
ZMB2016PHIA,Zambia,2016,2016,0,144.39111846814686,691.5125381199002,0.20880477288339655,Y030_034
ZMB2016PHIA,Zambia,2016,2016,0,72.60314479296588,516.2853564940011,0.1406260004854689,Y035_039
ZMB2016PHIA,Zambia,2016,2016,0,28.381183727692438,401.1753520706267,0.07074508336867104,Y040_044
ZMB2016PHIA,Zambia,2016,2016,0,3.7933960451313977,263.57762954055454,0.014391949922850865,Y045_049
ZWE2016PHIA,Zimbabwe,2016,2015,0,150.57661438967858,1567.5838818526197,0.09605649568922744,Y015_019
ZWE2016PHIA,Zimbabwe,2016,2015,0,213.26300356538405,1266.0421272949338,0.16844858395119017,Y020_024
ZWE2016PHIA,Zimbabwe,2016,2015,0,199.4395633823661,1227.4732482273425,0.16247976375076773,Y025_029
ZWE2016PHIA,Zimbabwe,2016,2015,0,150.07751840790704,1077.094073813217,0.13933557156859128,Y030_034
ZWE2016PHIA,Zimbabwe,2016,2015,0,89.65148043319212,833.4822066025317,0.1075625606917663,Y035_039
ZWE2016PHIA,Zimbabwe,2016,2015,0,16.52156366663135,617.783075491294,0.026743308973772913,Y040_044
ZWE2016PHIA,Zimbabwe,2016,2015,0,2.2500351139048274,372.3765657368147,0.0060423649631461745,Y045_049
ZWE2016PHIA,Zimbabwe,2016,2016,0,63.25623528280237,803.2893414400115,0.07874651388926247,Y015_019
ZWE2016PHIA,Zimbabwe,2016,2016,0,123.28447786553599,682.2869464013569,0.18069300389782572,Y020_024
ZWE2016PHIA,Zimbabwe,2016,2016,0,117.24932695032125,647.6180607614378,0.18104703073361664,Y025_029
ZWE2016PHIA,Zimbabwe,2016,2016,0,70.67887704945187,590.4116953888619,0.11971117374783838,Y030_034
ZWE2016PHIA,Zimbabwe,2016,2016,0,42.12331838484243,436.4997402942374,0.09650250503344579,Y035_039
ZWE2016PHIA,Zimbabwe,2016,2016,0,7.010522722041001,347.21430281009623,0.02019076594858854,Y040_044
ZWE2016PHIA,Zimbabwe,2016,2016,0,1.8254128546038235,196.73700895084934,0.009278441633012044,Y045_049
